connectivity_key,smiles,adduct,scaffold_group,in_lcsb_dev,in_lcsb_sealed,side,n_source_rows,source_libraries
KWVYSEWJJXXTEZ,[H][C@@]12C[C@H](C[C@@]1([H])[C@]1([H])C=C3C(=O)[C@H](C)[C@H](CCC[C@H](CC)OC(=O)C[C@@]3([H])[C@]1([H])C=C2C)O[C@@]1([H])CC[C@@H]([C@@H](C)O1)N(C)C)O[C@]1([H])O[C@@H](C)[C@H](OC)[C@@H](OCC)[C@H]1OC,[M+H]+,O=C1C[C@@H]2C(=C[C@@H]3[C@H]2C=C[C@@H]2C[C@@H](O[C@H]4CCCCO4)C[C@@H]32)C(=O)C[C@@H](O[C@H]2CCCCO2)CCCCO1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KXGYBSNVFXBPNO,CCCC(C)(C)C(=O)NC1=CC=C(Cl)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KYGZCKSPAKDVKC,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,[M+H]+,O=c1cc[nH]c2cc3c(cc12)OCO3,False,False,WUR-DEV,12,WFSR_food_safety;WUR
KZFHUILKKFVOMB,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CCO)CC1,[M+H]+,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LBGPXIPGGRQBJW,Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,[M]+,c1ccc(-c2cc(-c3ccccc3)[nH+][nH]2)cc1,False,False,WUR-DEV,6,WFSR_Polar
LCOVYWIXMAJCDS,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)[C@@H](O)CO,[M+H]+,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,WUR-DEV,24,WFSR_food_safety;WUR
LCSDQFNUYFTXMT,COC1=CC2=C(C(O)=C1)C(=O)OC1=C2C(C)=CC(O)=C1,[M+H]+,O=c1oc2ccccc2c2ccccc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LDCYZAJDBXYCGN,NC(CC1=CNC2=CC=C(O)C=C12)C(O)=O,[M+H]+,c1ccc2[nH]ccc2c1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LDLMOOXUCMHBMZ,CN1C=C(C(=O)NC2=C(C=C(F)C=C2)C2=CC(Cl)=C(Cl)C=C2)C(=N1)C(F)F,[M+H]+,O=C(Nc1ccccc1-c1ccccc1)c1cn[nH]c1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LEIWLFHGOGNSAD,C[C@@H](OC1=NC(F)=C(Cl)C(N)=C1Cl)C(O)=O,[M+H]+,c1ccncc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LESVOLZBIFDZGS,CNC(=O)C(C)SCCSP(=O)(OC)OC,[M+H]+,__ACYCLIC__LESVOLZBIFDZGS,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LFULEKSKNZEWOE,CCC(=O)NC1=CC=C(Cl)C(Cl)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LHJPHMKIGRLKDR,[H][C@@]12CNC3=N[C@]([H])(C[C@@]([H])(C[C@H](OS(O)(=O)=O)[C@@H]1C)N23)[C@@H](O)C1=CC(=O)NC(=O)N1,[M+H]+,O=c1cc(C[C@H]2C[C@H]3CCC[C@H]4CNC(=N2)N34)[nH]c(=O)[nH]1,False,False,WUR-DEV,24,WFSR_food_safety;WUR
LINOMUASTDIRTM,[H][C@@]12O[C@]3([H])C=C(C)C(=O)[C@@H](O)[C@]3(CO)[C@@](C)(C[C@H]1O)[C@]21CO1,[M+H]+,O=C1C=C[C@H]2O[C@@H]3CCC(C2C1)[C@]31CO1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LJGHYPLBDBRCRZ,C1=CC(=CC(=C1)S(=O)(=O)C2=CC=CC(=C2)N)N,[M+H]+,O=S(=O)(c1ccccc1)c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LJUBVCQVNMLSTQ,CCCC1=NN(C)C2=C1NC(=NC2=S)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1,[M+H]+,O=S(=O)(c1cccc(-c2nc(=S)c3[nH]ncc3[nH]2)c1)N1CCNCC1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LKAJKIOFIWVMDJ,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=C(C[C@]12C)C=NN3,[M+H]+,c1n[nH]c2c1CC1[C@@H](CC[C@H]3[C@@H]4CCCC4CC[C@H]13)C2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LKJPSUCKSLORMF,CON(C)C(=O)NC1=CC=C(Cl)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LKPQNZRGGNOPPU,COC1=C(OC2=C(C=CC3=C2C=CO3)C1=O)C1=CC=CC=C1,[M+H]+,O=c1cc(-c2ccccc2)oc2c1ccc1occc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LLPMAOBOEQFPRE,CC1=CC(OP(=O)(OC2=CC(C)=CC(C)=C2)OC2=CC(C)=CC(C)=C2)=CC(C)=C1,[M+H]+,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LLYYNOVSVPBRGV,CC(C)[C@@H](N)C(=O)NCC(C)(C)SCC(=O)O[C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@H](C)[C@]23CCC(=O)[C@H]2[C@@]1(C)[C@H](C)CC3,[M+H]+,O=C1CC[C@]23CCCCCC(CCC2)[C@H]13,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LMFKRLGHEKVMNT,CO[C@@H](C)[C@@](O)(C(=O)OCC1=CCN2CC[C@H](O)[C@H]21)C(C)C,[M+H]+,C1=C[C@@H]2CCCN2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LMNZTLDVJIUSHT,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,[M+H]+,O=C1NC(=O)c2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LMOINURANNBYCM,CC(C)NCC(O)C1=CC(O)=CC(O)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LMVPQMGRYSRMIW,CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,[M+H]+,O=C1C(c2ccccc2)N=CN1Nc1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LNEPOXFFQSENCJ,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,[M+H]+,O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
LNJNFVJKDJYTEU,CCOC1=CC=C(NC(=O)OC(C)C)C=C1OCC,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LNOOSYCKMKZOJB,CCc1cccc(C)c1N(C(=O)C(=O)O)C(C)COC,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,ETE;WUR
LPEPZBJOKDYZAD,OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1,[M+H]+,c1ccc(Nc2ccccc2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LQDARGUHUSPFNL,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,[M+H]+,c1ccc(CCn2cncn2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
LQOLIRLGBULYKD,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1Cl,[M+H]+,O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LRUDIIUSNGCQKF,Cc1ccc2nn[nH]c2c1,[M+H]+,c1ccc2[nH]nnc2c1,False,False,WUR-DEV,12,ETE;WUR
LRZWFURXIMFONG,[H][C@@]12C[C@H](O)[C@@]3(C)OC4=C([C@H](O)[C@]3([H])[C@@]1(C)CC[C@H](OC(=O)C1CC1)[C@@]2(C)COC(=O)C1CC1)C(=O)OC(=C4)C1=CN=CC=C1,[M+H]+,O=C(OCC1[C@@H]2CCC3Oc4cc(-c5cccnc5)oc(=O)c4C[C@@H]3C2CC[C@@H]1OC(=O)C1CC1)C1CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LSLYOANBFKQKPT,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,[M+H]+,c1ccc(CCNCCc2ccccc2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LTQSAUHRSCMPLD,CCOP(=O)(OCC)N=C1SCC(C)S1,[M+H]+,N=C1SCCS1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LUQMWGMGWJEGAT,CCOP(=O)(NC(C)C)OC1=CC=C(C(C)=C1)S(C)=O,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LUYIHWDYPAZCNN,CCCCN1SC2=C(C=CC=C2)C1=O,[M+H]+,O=c1[nH]sc2ccccc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
LUZRJRNZXALNLM,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=C5C(=CC=C6)[C@@]4([H])C3)O[C@@]21O,[M+H]+,O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LVNYJXIBJFXIRZ,CCOP(=O)(NC(C)C)OC1=CC=C(C(C)=C1)S(C)(=O)=O,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LVQDKIWDGQRHTE,NC1=NC(NC2CC2)=NC(N)=N1,[M+H]+,c1ncnc(NC2CC2)n1,False,False,WUR-DEV,18,WFSR_Polar;WFSR_food_safety;WUR
LVXYAFNPMXCRJI,OC(CCCN1CCN(CC1)C1=CC=CC=N1)C1=CC=C(F)C=C1,[M+H]+,c1ccc(CCCCN2CCN(c3ccccn3)CC2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
LWRBVKNFOYUCNP,CSC1=CC=C(C=C1)C(=O)C(C)(C)N1CCOCC1,[M+H]+,O=C(CN1CCOCC1)c1ccccc1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
MAHPNPYYQAIOJN,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(C=NN2C)C2=NN(C)N=N2)=N1,[M+H]+,O=C(Nc1ncccn1)NS(=O)(=O)c1[nH]ncc1-c1nn[nH]n1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MBMQEIFVQACCCH,C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[M+H]+,O=C1CCC/C=C/c2ccccc2C(=O)OCCCC1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MCJGNVYPOGVAJF,OC1=CC=CC2=CC=CN=C12,[M+H]+,c1ccc2ncccc2c1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MCWXGJITAZMZEV,CNC(=O)CSP(=S)(OC)OC,[M+H]+,__ACYCLIC__MCWXGJITAZMZEV,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MEAKRQUSGACTFV,CC1=C(C)C(=O)NC(=S)N1,[M+H]+,O=c1cc[nH]c(=S)[nH]1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MEHHPFQKXOUFFV,[H][C@@]12CC[C@@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],[M+H]+,O=C1C=C2CC[C@@H]3C(=C2CC1)C=CC1CCC[C@H]13,False,False,WUR-DEV,24,WFSR_food_safety;WUR
METKIMKYRPQLGS,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,ETE;WUR
MFOUDYKPLGXPGO,CC(C)N(C(=O)CCl)C1=CC=CC=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MFSWTRQUCLNFOM,COC(=O)C(C)OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1,[M+H]+,c1ccc(Oc2ccccn2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MFYSYFVPBJMHGN,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[M+H]+,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC(=O)[C@@H]3C2CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MGNFYQILYYYUBS,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,[M+H]+,c1ccc(CCCN2CCCCC2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MHWLWQUZZRMNGJ,CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2,[M+H]+,O=c1cc[nH]c2ncccc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MIJFNYMSCFYZNY,CCCOC1=C(C=C(C=C1)S(=O)(=O)N1CCN(CCO)CC1)C1=NC2=C(N(CC)C=C2CCC)C(=O)N1,[M+H]+,O=c1[nH]c(-c2cccc(S(=O)(=O)N3CCNCC3)c2)nc2cc[nH]c12,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MIJLZGZLQLAQCM,CCOCCOC(=O)C(C)OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1,[M+H]+,c1ccc(Oc2ccccn2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MIZMDSVSLSIMSC,[H][C@@]1(OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](OC(=O)[C@H](C(C)C)N(C)C1=O)C(C)C)C(C)C)C(C)C,[M+NH4]+,O=C1COC(=O)CNC(=O)COC(=O)CNC(=O)COC(=O)CN1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MJEXYQIZUOHDGY,CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,[M+H]+,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]c2cn[nH]c12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MKUXAQIIEYXACX,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,[M+H]+,O=c1nc[nH]c2[nH]cnc12,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MLBZKOGAMRTSKP,CC1=C(C=CC(=C1)C1=NOC(C1)(C1=CC(Cl)=CC(Cl)=C1)C(F)(F)F)C(=O)NCC(=O)NCC(F)(F)F,[M+H]+,c1ccc(C2=NOC(c3ccccc3)C2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MLKCGVHIFJBRCD,CCOC(=O)C(Cl)CC1=C(Cl)C=C(F)C(=C1)N1N=C(C)N(C(F)F)C1=O,[M+NH4]+,O=c1[nH]cnn1-c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
MMHTXEATDNFMMY,COC1=CC2=C(C(=O)O[C@@]3(C)C[C@H](O)[C@@H](O)C=C23)C(O)=C1,[M+H]+,O=C1OC2CCCC=C2c2ccccc21,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MMOXZBCLCQITDF,CCN(CC)C(=O)C1=CC=CC(C)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MOUVJGIRLPZEES,COC1=CC(NC(=O)CC(C)=O)=C(OC)C=C1Cl,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MPNJTIZLDHWBFX,CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(N)=O,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MQJKPEGWNLWLTK,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,[M+H]+,O=S(=O)(c1ccccc1)c1ccccc1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
MTHHNSCIBYQVSB,C[C@H](O)C(O)(C(=O)OCC1=CC[N+]2([O-])CC[C@@H](OC(=O)\C(C)=C/C)[C@@H]12)C(C)C,[M+H]+,C1=C[C@@H]2CCC[NH+]2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MUILQBHOQBZMPG,[H][C@]12CC3=C(NC4=C3C=CC=C4)[C@H](N1C(=O)CN(NC(C)=O)C2=O)C1=CC2=C(OCO2)C=C1,[M+H]+,O=C1NCC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@H]12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MUMGGOZAMZWBJJ,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[M+H]+,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,False,False,WUR-SEALED,24,WFSR_food_safety;WUR
MVWPTZQHBOWRTF,C[C@H](O)C(O)(C(=O)OCC1=CCN2CC[C@@H](OC(=O)\C(C)=C/C)[C@H]21)C(C)C,[M+H]+,C1=C[C@@H]2CCCN2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MWBPRDONLNQCFV,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,[M+H]+,__ACYCLIC__MWBPRDONLNQCFV,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MWMQNVGAHVXSPE,FC(F)SC1=C(NCC2=CC=CC=N2)N(N=C1C#N)C1=C(Cl)C=C(C=C1Cl)C(F)(F)F,[M+H]+,c1ccc(-n2nccc2NCc2ccccn2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MXMXHPPIGKYTAR,CC1=C(C)C(C(=O)NCC=C)=C(S1)[Si](C)(C)C,[M+H]+,c1ccsc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
MXWJVTOOROXGIU,CCNC1=NC(NC(C)C)=NC(Cl)=N1,[M+H]+,c1ncncn1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
MXXWOMGUGJBKIW,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,[M+H]+,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,True,True,WUR-SEALED,16,FCH;WFSR_food_safety;WUR
MYSWGUAQZAJSOK,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,[M+H]+,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
MZZBPDKVEFVLFF,CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1,[M+H]+,c1ncncn1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
NBMKJKDGKREAPL,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,[M+H]+,O=C1C=CC2C(=C1)CC[C@@H]1C2CCC2CCC[C@H]21,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NDAUXUAQIAJITI,CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,24,WFSR_food_safety;WUR
NDNUANOUGZGEPO,CCCC1CCCCN1,[M+H]+,C1CCNCC1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NENPYTRHICXVCS,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O,[M+H]+,C1=CCCCC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
NESVMZOPWPCFAU,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O,[M+H]+,O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1,False,False,WUR-SEALED,24,WFSR_food_safety;WUR
NEYKRKVLEWKOBI,CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CCO)CC1,[M+H]+,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]c2cn[nH]c12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
NFACJZMKEDPNKN,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,[M+H]+,__ACYCLIC__NFACJZMKEDPNKN,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NFGXHKASABOEEW,COC(C)(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OC(C)C,[M+H]+,__ACYCLIC__NFGXHKASABOEEW,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NGZJXCFNBVJLQN,CC1CNC(=S)N1,[M+H]+,S=C1NCCN1,False,False,WUR-DEV,6,WFSR_Polar
NHDHVHZZCFYRSB,CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1,[M+H]+,c1ccc(Oc2ccc(OCCOc3ccccn3)cc2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
NHKZSTHOYNWEEZ,NC(=N)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[M+H]+,c1ncn([C@H]2CCCO2)n1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NHOWDZOIZKMVAI,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,[M+H]+,c1ccc(C(c2ccccc2)c2cncnc2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
NHUHCSRWZMLRLA,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,[M+H]+,O=S(=O)(Nc1ccno1)c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
NHZLNPMOSADWGC,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,[M+H]+,O=S(=O)(Nc1cnc2ccccc2n1)c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
NIXXQNOQHKNPEJ,NC1=CC(Cl)=NC(C(O)=O)=C1Cl,[M+H]+,c1ccncc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
NJKDOADNQSYQEV,CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,ETE;WUR
NJYZCEFQAIUHSD,CC1=NC(N)=NC(N)=N1,[M+H]+,c1ncncn1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
NKANXQFJJICGDU,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,[M+H]+,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
NKNFWVNSBIXGLL,CCOC(=O)CSC1=NC(=NN1C(=O)N(C)C)C(C)(C)C,[M+H]+,c1nc[nH]n1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
NKRQJWQYBNTAEV,C[C@]1(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC(=O)[C@@]4(C[C@H]1C)O[C@H]4C)[C@@H]23,[M+H]+,O=C1CCC[C@]2(CO2)C(=O)O[C@@H]2CC[NH+]3CC=C(CO1)[C@H]23,False,False,WUR-DEV,24,WFSR_food_safety;WUR
NLYNUTMZTCLNOO,CON(C)C(=O)NC1=CC(Cl)=C(Br)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NMVCBWZLCXANER,COC1=C(OC)C(OC)=C(C(=O)C2=C(C)C(Cl)=CN=C2OC)C(C)=C1,[M+H]+,O=C(c1ccccc1)c1cccnc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NNCAWEWCFVZOGF,C[N+]1(C)CCCCC1,[M]+,C1CC[NH2+]CC1,False,False,WUR-DEV,6,WFSR_Polar
NNJVILVZKWQKPM,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NNKVPIKMPCQWCG,COP(N)(=O)SC,[M+H]+,__ACYCLIC__NNKVPIKMPCQWCG,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NOCJXYPHIIZEHN,CN1CCN(CC1)C1=C(F)C=C2C(=C1)N(C=C(C(O)=O)C2=O)C1=CC=C(F)C=C1,[M+H]+,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NOOCSNJCXJYGPE,CC1=C(C=CC=C1NC1=NC=CC=C1C(O)=O)C(F)(F)F,[M+H]+,c1ccc(Nc2ccccn2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
NOQGZXFMHARMLW,CN(C)NC(=O)CCC(=O)O,[M+H]+,__ACYCLIC__NOQGZXFMHARMLW,False,False,WUR-SEALED,6,WFSR_Polar
NOQVBHHOUTTZGE,O=C1OCC2=CCN3CC[C@@H](OC(=O)\C(C[C@@]4(O[C@@]14C)CO)=C/C)[C@H]32,[M+H]+,C=C1CC2OC2C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
NPAGDVCDWIYMMC,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[M+H]+,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1,False,False,WUR-DEV,24,WFSR_food_safety;WUR
NPECRXRQVYMQGY,CCC1=C(C(=C(C(=C1)C)N)N)CC,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NPWMZOGDXOFZIN,CCSC1=NC(NC(C)C)=NC(NC(C)C)=N1,[M+H]+,c1ncncn1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
NQCPECCCWDWTJJ,CCN(CC)C1=NC(=O)C=C(C)N1,[M+H]+,O=c1cc[nH]cn1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NQLVQOSNDJXLKG,CCCN(CCC)C(=O)SCC1=CC=CC=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
NQPDXQQQCQDHHW,CSC1=NC2=C(N1)C=C(OC1=CC=CC(Cl)=C1Cl)C(Cl)=C2,[M+H]+,c1ccc(Oc2ccc3nc[nH]c3c2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
