key,n_records,n_nce,nce_ladder,sg,n_sg,smiles,name,mh_calc,releases,uchem_ids,instruments,confidence,ge3,in_msg15,in_msg15_recorded_route,in_msg15_parent_route,in_msg15_sim,msg_folds,in_registry,in_exposed_union,in_devpop,in_pr7,in_comparator,in_msnlib9,sg_in_msg15,sg_in_registry,sg_in_pr7,sg_in_comparator,sg_in_devpop_file
RQDJADAKIFFEKQ,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(CCC(Cn2cncn2)c2ccccc2)cc1,1,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,"4-(4-chlorophenyl)-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile",337.12145069088007,2024.11,3520,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
RUKISNQKOIKZGT,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,O=N(=O)C=1C=CC=CC1NC=2C=CC=CC2,2-nitro-N-phenylaniline,215.08150402688,dev,11849,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
RWCCWEUUXYIKHB,7,7,"15,30,45,60,75,90,120",O=C(c1ccccc1)c1ccccc1,1,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,,183.08044140688,2024.06,11516,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
RZILCCPWPBTYDO,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,"1,1-dimethyl-3-[3-(trifluoromethyl)phenyl]urea",233.08962409888,2024.11,3709,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
SBHXYTNGIZCORC,9,9,"15,30,45,60,75,90,120,150,180",O=C1CC(c2ccccc2)Oc2ccccc21,1,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,,289.07066457087996,2024.06,11522,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
SBPBAQFWLVIOKP,9,9,"15,30,45,60,75,90,120,150,180",c1ccncc1,1,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,Chlorpyrifos,349.93356034888,2024.11,2950,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
SEBABOMFNCVZGF,6,6,"15,30,45,60,75,90",O=C1Nc2cccnc2N(C2CC2)c2ncccc21,1,C1CC1N2C3=C(C=CC=N3)C(=O)NC4=C(C=CN=C42)CO,,283.11895215488,2024.06,11538,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,False
SEBFKMXJBCUCAI,9,9,"15,30,45,60,75,90,120,150,180",O=C1CC(c2ccc3c(c2)OC(c2ccccc2)CO3)Oc2ccccc21,1,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,,483.1285733708798,2025.10,3759,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,True,True,True,False,False,False
SHGAZHPCJJPHSC,9,9,"15,30,45,60,70,75,80,90,120",C1=CCCCC1,1,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,13-cis Retinoic acid,301.21620660288,2024.11,10987,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
SKYSRIRYMSLOIN,9,9,"15,20,25,30,40,50,60,70,80",c1ccc(CC2CCCC2)cc1,1,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,2-(dimethylamino)ethyl 2-(1-oxidanylcyclopentyl)-2-phenyl-ethanoate,292.19072012688,2024.11,10764,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
SMKRKQBMYOFFMU,9,9,"15,30,45,60,75,90,120,150,180",O=C1C=CC(OC(=O)C2CC2)C1,1,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC#C,"(2-methyl-4-oxo-3-prop-2-ynylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",301.17982109487997,2024.11,3216,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
SODJJEXAWOSSON,9,9,"15,30,45,60,75,90,120,150,180",O=C(c1ccccc1)c1ccccc1,1,COC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O)O,,275.09140001488,2025.10,11918,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
SOUGWDPPRBKJEX,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCC(C)(C(=O)CCl)NC(=O)C1=CC(=C(C(=C1)Cl)C)Cl,"3,5-dichloro-N-(1-chloro-3-methyl-2-oxopentan-3-yl)-4-methylbenzamide",336.03193825888,2024.11,3558,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
SOZOATLLFFVAPM,7,7,"15,30,45,60,75,90,120",O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1,1,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)O,,575.2551915268799,2024.06,11562,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,False
SPNQRCTZKIBOAX,8,8,"15,30,45,60,75,90,120,150",c1ccccc1,1,CCC(C)NC1=C(C=C(C=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],Butralin,296.16048261888,2024.11,3511,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
SPOWAUDUGZVURQ,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,O=N(=O)C1=CC(N)=C(C(N)=C1)C,"2,6-diamino-4-nitrotoluene",168.07675299488,dev,11850,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
SRUQARLMFOLRDN,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CCCC(=O)C1=CC(=C(C=C1O)O)O,,197.08083533088,2025.10,10861,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
STJLVHWMYQXCPB,6,6,"15,30,45,60,75,90",c1ccc(C2(Cn3cncn3)OCCO2)cc1,1,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,"1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",342.07705861088004,2024.11,212,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
STUWGJZDJHPWGZ,7,7,"15,20,25,30,40,50,60",O=C(Nc1ncc(-c2ccncc2)s1)N1CCCC1,1,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,"(2S)-N1-[4-methyl-5-[2-[1,1,1-tris(fluoranyl)-2-methyl-propan-2-yl]pyridin-4-yl]-1,3-thiazol-2-yl]pyrrolidine-1,2-dicarboxamide",442.15190707088,2024.11,11011,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
SUSRORUBZHMPCO,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Oc2ccccc2)cc1,1,COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],Bifenox,341.99305421488,2024.11,108,Q Exactive Plus,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
SWZDQOUHBYYPJD,8,8,"15,30,45,60,75,90,120,150",__ACYCLIC__SWZDQOUHBYYPJD,1,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,"N,N-Didodecyl-1-dodecanamine",522.59722786688,2024.11,3433,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
SYJGKVOENHZYMQ,4,4,"15,30,45,60",O=S(=O)(Nc1nc2ccncn2n1)c1ccccc1,1,COC1=CN=C(N2C1=NC(=N2)NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)OC,"2-(2,2-difluoroethoxy)-N-(5,8-dimethoxy-[1,2,4]triazolo[1,5-c]pyrimidin-2-yl)-6-(trifluoromethyl)benzenesulfonamide",484.0708571148799,2024.11,4102,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
TYCUSKFOGZNIBO,8,8,"15,30,45,60,75,90,120,150",c1ccccc1,1,CCCCCCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,,395.2792007828799,2025.10,11936,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
TZIPMEZQXPAKPK,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__TZIPMEZQXPAKPK,1,CN(C)CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,6:2 Fluorotelomer sulfonamide alkylamine (6:2 FTAA),513.08759211088,dev,12008,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
UBMGKRIXKUIXFQ,18,9,"15,30,45,60,75,90,120,150,180",O=C1C=CC(=O)C(Nc2ccccc2)=C1,1,CC(C)CC(C)NC1=CC(=O)C(Nc2ccccc2)=CC1=O,"2-anilino-5-(4-methylpentan-2-ylamino)cyclohexa-2,5-diene-1,4-dione",299.17540441087993,"2025.10,dev","10644,12002",Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
UBUCNCOMADRQHX,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,O=NN(C=1C=CC=CC1)C=2C=CC=CC2,"N,N-diphenylnitrous amide",199.08658940688,dev,3355,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,True
UCHDWCPVSPXUMX,7,7,"15,20,25,30,40,50,60",C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1,1,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,2-[1-[[1-[3-[2-(7-chloroquinolin-2-yl)ethenyl]phenyl]-3-[2-(2-hydroxypropan-2-yl)phenyl]propyl]sulfanylmethyl]cyclopropyl]acetic acid,586.2177191588801,2024.11,10722,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,True,True,True,False,False,False
UDPGUMQDCGORJQ,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__UDPGUMQDCGORJQ,1,C(CCl)P(=O)(O)O,2-chloroethylphosphonic acid,144.98158482888,2024.11,3482,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,False,False,False,False,False,False
UELITFHSCLAHKR,3,3,"15,30,45",c1ccc2snnc2c1,1,CSC(=O)C1=C2C(=CC=C1)N=NS2,Acibenzolar-S-methyl,210.99943127888,2024.11,3502,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,False,train,True,True,True,False,False,False,True,True,False,False,True
UFNOUKDBUJZYDE,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(C(CC2CC2)Cn2cncn2)cc1,1,CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,"2-(4-chlorophenyl)-3-cyclopropyl-1-(1,2,4-triazol-1-yl)butan-2-ol",292.12111634288,2024.11,86,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
UHCSCHGCOSOIRD,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__UHCSCHGCOSOIRD,1,C[N+](C)(CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)CC(=O)[O-],"2-[3,4,4,5,5,6,6,7,7,8,8,8-dodecafluorooctyl(dimethyl)azaniumyl]acetate",432.08274376288,dev,11827,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
UHFFVFAKEGKNAQ,9,9,"15,30,45,60,75,90,120,150,180",O=C(CCc1ccccc1)c1ccc(N2CCOCC2)cc1,1,CCC(CC1=CC=CC=C1)(N(C)C)C(=O)C1=CC=C(C=C1)N1CCOCC1,2-Benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one,367.23800466688,2024.11,11082,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,False,False,True,False,False,True
UHWVSEOVJBQKBE,7,7,"15,20,25,30,40,50,60",c1ccc(CN2CCNCC2)cc1,1,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC,"1-[(2,3,4-trimethoxyphenyl)methyl]piperazine",267.17031903088,2024.11,10724,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
UJAWGGOCYUPCPS,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Cc2ccc(Nc3ccc(Cc4ccccc4)cc3)cc2)cc1,1,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)NC3=CC=C(C=C3)C(C)(C)C4=CC=CC=C4,,406.25292645888,2025.10,10914,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
ULSIYEODSMZIPX,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,C1=CC=C(C=C1)C(CN)O,2-Amino-1-Phenylethanol,138.09134043888,dev,11835,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,True,True,True,False,False,True
UOMXLEWVJZEVGP,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccccc2)cc1,1,CC(C)(C)C1=CC=C(C=C1)NC2=CC=CC=C2,,226.15902607488,2025.10,10899,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
UTGQNNCQYDRXCH,18,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,1,C1=CC=C(C=C1)NC2=CC=C(C=C2)NC3=CC=CC=C3,,261.13862497888,2025.10,"10932,11951",Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
UWSMKYBKUPAEJQ,6,6,"15,30,45,60,75,90",c1ccc(-n2nc3ccccc3n2)cc1,1,CC(C)(C)C1=CC(=C(C(=C1)N2N=C3C=CC(=CC3=N2)Cl)O)C(C)(C)C,,358.1680665348799,2025.10,3001,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
UXADOQPNKNTIHB,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,1,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,"3,6-bis(2-chlorophenyl)-1,2,4,5-tetrazine",303.01987808288,2024.11,3044,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,False,train,True,True,False,False,False,True,True,True,False,False,False
UYJUZNLFJAWNEZ,5,5,"15,30,45,60,75",c1coc(-c2nc3ccccc3[nH]2)c1,1,C1=CC=C2C(=C1)NC(=N2)C3=CC=CO3,2-(furan-2-yl)-1H-benzimidazole,185.07093934288,2024.11,3525,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
UZHSEJADLWPNLE,8,7,"15,30,45,60,70,75,90",O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,1,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,Naloxone,328.15433461887994,2024.11,10737,Exploris 240 Thermo Scientific|Q Exactive,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,False,False,False,False
VAIZTNZGPYBOGF,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Oc2ccccn2)cc1,1,CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1,Fluazifop-butyl,384.14171924688,2024.11,3093,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
VAMXMNNIEUEQDV,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,COC(=O)C1=CC=CC=C1N,,152.07060499488,2024.06,11546,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,True,True,True,False,False,True
VBCVPMMZEGZULK,9,9,"15,30,45,60,75,90,120,150,180",O=C(Nc1ccccc1)N1COC2Cc3ccccc3C2=N1,1,COC(=O)N(C(=O)N1CO[C@]2(CC3=C(C=CC(Cl)=C3)C2=N1)C(=O)OC)C1=CC=C(OC(F)(F)F)C=C1,Indoxacarb,528.0779886908799,2024.11,3529,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
VCYCUECVHJJFIQ,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(-n2nc3ccccc3n2)cc1,1,CC(=C)C(=O)OCCC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,,324.1342678708801,2025.10,11941,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
VDANGULDQQJODZ,9,9,"15,20,25,30,40,50,60,70,80",c1ccccc1,1,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,2-(diethylamino)ethyl 4-azanyl-2-chloranyl-benzoate,271.12078199488,2024.11,10972,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
VDLGAVXLJYLFDH,8,8,"15,30,45,60,75,90,120,150",O=C(Nc1ccccc1)C1CCCCC1,1,CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,Fenhexamid,302.07091061088,2024.11,3057,Q Exactive Plus,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,False
VDVUCLWJZJHFAV,9,9,"15,30,45,60,75,90,120,150,180",C1CCNCC1,1,CC1(CC(CC(N1)(C)C)O)C,"2,2,6,6-Tetramethyl-4-Piperidinol",158.15394069488,dev,11833,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
VEVZCONIUDBCDC,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Cc2cncnc2)cc1,1,CC(C)C(C1=CC=C(C=C1)OC(F)(F)F)(C2=CN=CN=C2)O,2-methyl-1-pyrimidin-5-yl-1-[4-(trifluoromethoxy)phenyl]propan-1-ol,313.11583884688,2024.11,4323,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,False,True,True,False,False,True
VFBJXXJYHWLXRM,9,9,"15,30,45,60,75,90,120,150,180",O=C(CCc1ccccc1)OCCSCCOC(=O)CCc1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OCCSCCOC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,,643.40268704288,2025.10,10900,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
VFLDPWHFBUODDF,9,9,"15,30,45,60,75,90,120,150,180",O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,1,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,,369.1332648268799,2025.10,11919,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,False
VHLKTXFWDRXILV,7,7,"15,30,45,60,75,90,120",c1ccc(-c2ccccc2)cc1,1,CC(C)OC(=O)NNC1=C(C=CC(=C1)C2=CC=CC=C2)OC,Bifenazate,301.15466896687997,2024.11,3506,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,False,train,True,True,False,False,False,True,True,True,False,False,True
VIUDTWATMPPKEL,6,6,"15,30,45,60,75,90",c1ccccc1,1,C1=CC(=CC(=C1)N)C(F)(F)F,3-(Trifluoromethyl)aniline,162.05251031888,2024.11,4145,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
VLCQZHSMCYCDJL,6,6,"15,30,45,60,75,90",O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,1,CC1=NC(=NC(=N1)OC)N(C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC,Tribenuron-methyl,396.09723073088,2024.11,3498,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,False,val,False,False,False,False,False,False,True,True,False,False,True
VMZVBRIIHDRYGK,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN(C)C,,264.23219101488,2025.10,11937,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
VNQNXQYZMPJLQX,9,9,"15,30,45,60,75,90,120,150,180",O=c1n(Cc2ccccc2)c(=O)n(Cc2ccccc2)c(=O)n1Cc1ccccc1,1,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN2C(=O)N(C(=O)N(C2=O)CC3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C)CC4=CC(=C(C(=C4)C(C)(C)C)O)C(C)(C)C,,784.5259133948799,2025.10,10860,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
VTNQPKFIQCLBDU,8,8,"15,30,45,60,75,90,120,150",c1ccccc1,1,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,270.12553302688,2024.11,104,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
VUQUOGPMUUJORT,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,COS(=O)(=O)C1=CC=C(C)C=C1,Methyl p-toluenesulfonate,187.04234164688,2024.11,11100,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
VVMQRZZXKNDPOT,9,9,"15,30,45,60,75,90,120,150,180",C1=CC2CCC(CC1)N2,1,CCC(=O)C1=CCC[C@@H]2CC[C@H]1N2,,180.13829063088,2025.10,11995,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,True,False,False,False,True,True,False,False,True
WAEXFXRVDQXREF,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,Suberoylanilide hydroxamic acid,265.15466896688,2024.11,10701,Exploris 240 Thermo Scientific,standard compound,True,True,True,True,True,train,True,True,False,False,False,True,True,True,False,False,True
WARCRYXKINZHGQ,9,9,"15,30,45,60,75,90,120,150,180",c1ccccc1,1,C1=CC=C(C=C1)C(=O)NN,Benzoyl hydrazine,137.07093934288,2024.11,3563,Exploris 240 Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,True,True,False,False,True
WBEFUVAYFSOUEA,9,9,"15,30,45,60,75,90,120,150,180",O=C1C(=Cc2ccccc2)Oc2ccccc21,1,C1=CC(=C(C=C1C=C2C(=O)C3=C(C=C(C=C3O2)O)O)O)O,,287.05501450687996,2025.10,11913,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,True,True,False,False,False,True,True,True,False,False,False
WCYVLAMJCQZUCR,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(Nc2ccncc2)cc1,1,CC(C)NC(=O)NS(=O)(=O)C1=C(C=CN=C1)NC2=CC=CC(=C2)CO,,365.12780258688,2024.06,11529,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,train,False,False,False,False,False,False,True,True,False,False,False
WFJIVOKAWHGMBH,7,7,"15,30,45,60,75,90,120",c1ccccc1,1,CCCCCCC1=C(C=C(C=C1)O)O,,195.13795628288,2025.10,10935,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,False,train,True,True,False,False,False,True,True,True,False,False,True
WJNRPILHGGKWCK,9,9,"15,30,45,60,75,90,120,150,180",c1ncncn1,1,CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1,"2,4-Bis(isopropylamino)-6-chloro-1,3,5-triazine",230.11669965888,2024.11,2741,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,False,False,False,False,True,True,False,False,True
WKSAUQYGYAYLPV,9,9,"15,30,45,60,75,90,120,150,180",c1ccc(-c2cncnc2)cc1,1,CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1,"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",249.09015056288,2024.11,10748,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,True,True,True,False,False,True
WMBWREPUVVBILR,9,9,"15,30,45,60,75,90,120,150,180",O=C(OC1Cc2ccccc2OC1c1ccccc1)c1ccccc1,1,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,,459.0921878628798,2025.10,11955,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,True,True,True,True,test,True,True,False,False,False,True,True,True,False,False,False
WQNQTJSLPDZSDK,9,9,"15,30,45,60,75,90,120,150,180",__ACYCLIC__WQNQTJSLPDZSDK,1,CN(C)CCC[NH+]([O-])S(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"3-(dimethylamino)-N-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctylsulfonyl)propan-1-amine oxide",529.0825067308799,dev,11828,Exploris 240 Orbitrap Thermo Scientific,standard compound,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False
WRPIRSINYZBGPK,7,7,"15,30,45,60,75,90,120",c1ccc(Oc2ccnc3ccccc23)cc1,1,FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1,"5,7-dichloro-4-(4-fluorophenoxy)quinoline",308.00397392288,2024.11,3535,Q Exactive Plus,standard compound,True,True,True,True,True,train,True,True,True,False,False,False,True,True,False,False,True
